"","Rh103Di<BC103>","Pd104Di<BC104>","Pd105Di<BC105>","Pd106Di<BC106>","Pd108Di<BC108>","Pd110Di<BC110>","Cd112Di<CD19>","In113Di<BC113>","Cd114Di<CD19>","In115Di<Blank>","La139Di<CD45>","Ce140Di<Blank>","Pr141Di<CD43>","Nd142Di<MHCII>","Nd143Di<B220>","Nd144Di<CD11a>","Nd145Di<Ly6GC>","Nd146Di<CD8>","Pm147Di<Ly6G>","Nd148Di<Ly6C>","Sm149Di<CD4>","Nd150Di<CD127>","Eu151Di<CD62L>","Sm152Di<CD11c>","Eu153Di<CD11b>","Sm154Di<CD3>","Gd155Di<CD86>","Gd156Di<BST2>","Gd157Di<CD27>","Gd158Di<Ter119>","Tb159Di<F4_80>","Gd160Di<FcER1>","Dy161Di<CD25>","Dy162Di<PDL1>","Dy163Di<PDL2>","Dy164Di<CD103>","Ho165Di<CD64>","Er166Di<CD48>","Er167Di<CD49b>","Er168Di<CD44>","Tm169Di<CD115>","Er170Di<CD38>","Yb171Di<MerTK>","Yb172Di<Sca-1>","Yb173Di<CD172>","Yb174Di<CD24>","Lu175Di<Siglec_F>","Lu176Di<CD90>","Ir191Di<DNA>","Ir193Di<DNA>","Pt195Di<Cisplatin>","Length<NA>"
"CD45+CD3-CD90-CD19- M1_10799",2.85938765686905,3.75509758733202,3.6445427845492,2.52144866233308,1.02681497727562,3.67911856527963,1.30725553356933,2.0187038571972,3.62640596556881,3.71866560116496,2.33834494118629,1.74090111941088,3.87126216739451,1.61129005893156,0.587295379353012,4.12136484489541,2.14245531408882,1.58617875759979,1.28635608053031,1.87321169428611,0.715706613928214,1.46708821401783,1.17466927163678,2.92966092940665,3.55155579879681,2.95557399468695,0.47388093487038,1.87633289387366,2.20667753016842,1.39338769944431,3.23137688368569,2.12346000263674,3.23077959490603,3.43435530207923,1.11882945046442,1.26768536014959,0.943033868243648,3.36156832889229,0.701925172979451,2.88749824236428,2.05846081091755,2.28988744021199,1.76797951812315,2.23554654110442,3.79739072064557,2.01081635740434,2.00345384814163,2.59525791238113,4.23031868084909,4.16562734587695,3.4180708676771,4.32988732431782
"CD45+CD3-CD90-CD19- M1_1711",3.05688338806622,4.13065769021015,4.01515597390487,3.65602064557173,3.46550841567796,3.38156709464733,2.56269683939941,3.63754535297096,0.602777636617255,1.64547436013183,2.89038628874074,2.17103598093145,3.48083927803479,1.64388431716971,2.52114875206079,3.88342460158969,2.31495065106895,1.58066716651042,0.716640383091279,3.76232771204828,1.99420656985581,2.1395710705837,2.67464226982394,1.24994389604776,3.82721072321324,1.33262217322619,1.55791874553774,2.19446218451177,2.71910392997312,1.66706020027775,2.37084581280931,2.58567660448049,1.67265179258461,1.61009854671249,0.848986718853974,2.29864115227184,2.51822237924478,3.05097423562363,1.28550203672343,2.19494505125791,1.04196767649901,0.747833086096712,0.669840153140419,1.78094570959348,3.36758333877964,0.823557043396554,1.40188507406655,2.12733143993439,4.47616435749043,4.31131618770754,4.02064788539401,4.3121408855911
"CD45+CD3-CD90-CD19- M1_9237",2.15685362373787,3.34048273851174,2.98715662532564,3.66733656329917,3.85538782562802,0.466095051493997,1.8913087393552,1.22288770796648,2.43568789137329,0.646077932348422,2.66988513486786,3.11052135852693,2.769481855136,1.71275492548414,2.72873595552578,0.943553281314325,0.979957446918311,1.60534662546059,1.44697305654226,2.79288343558887,0.531122997402598,3.60975698830275,0.6597545696483,1.59950650652619,2.12166673044176,2.79466317260628,1.41556940666006,2.57694050911461,0.823985973057474,1.24678090312938,0.662739516013311,0.96498168880997,0.655916228641463,1.8255856098362,1.37959502426403,0.761767480251338,0.577457125758127,0.489353286678492,2.83203438962682,1.87469890098597,2.09027170038836,2.9247840190617,0.497381631126513,2.19675408301689,0.650052289156158,1.53734219414791,0.688762790082347,1.92747111103509,4.20030604704366,4.11356632135519,4.3016324597642,4.1870548564216
"CD45+CD3-CD90-CD19- M1_24607",2.95610802997838,4.00110035514358,4.01515597390487,3.41044958941025,1.03246476454016,2.20861966945374,2.9357084771728,0.211627540609915,4.47209686318496,0.691117797229513,3.44676324873932,0.734398011692362,3.7892598822114,3.30005685368556,2.90207884542538,4.14988697229425,1.40893569933564,0.924898024496261,0.379462497292872,1.94865038310184,2.09981423703163,3.75489575745717,2.50410284505623,2.01721922601649,3.60097115622271,0.245471599020899,2.3384270211605,2.32966793278134,2.91593987997267,2.22343883629696,2.30113117444376,1.24378026562503,1.31639782830371,2.41075868383808,0.760319020393,0.864448225038904,0.614837686081447,3.23862953430108,2.03347759840712,1.96721032567421,0.451131240146479,2.58100012236625,1.63190193549763,1.38001975982033,3.24044444206512,0.197952126725476,0.922532170439297,1.94428003410626,4.35510419984799,4.25146151126847,3.91159930892759,4.29363827064359
"CD45+CD3-CD90-CD19- M1_5357",3.00953464313325,4.16882113057056,3.99993579057106,3.96053669582113,2.83461613952114,1.2296030186283,0.795278191186086,4.13992366084937,3.63081095185685,0.446700103027527,3.01797273230229,1.31647324058932,3.56513201428909,2.3497373999445,3.01980923536299,3.9031534643693,4.20573700210327,1.22559785229758,4.19606901752676,2.84116250039595,2.62263596759154,3.02286035876308,2.50568851422846,1.93025870808881,3.96121337068314,3.97337128570106,2.118211039723,1.8922043715093,0.77259006333477,2.33813868404369,1.72539578925596,2.93247541430716,2.74307910406313,2.66850055293024,1.41628501474628,1.38654092706029,0.639357031636043,2.13240482925109,1.52378427990284,3.14534372614836,0.678225503220697,2.53323755989569,1.42421042438053,1.81395840942765,3.71292572673429,1.76267565537064,1.76408092760913,4.11978004701231,4.32384524103433,4.25581207073154,4.02605457768333,4.40878573419355
"CD45+CD3-CD90-CD19- M1_16583",2.19558879142464,3.45062451039403,2.66776428986536,1.16357933169758,2.81049576306243,2.57662747655775,0.654661820663483,3.32217119064673,2.81967959221519,1.45792206037345,2.74032776740675,0.587984037460491,2.00186166202119,1.71518396685427,2.1897146959154,0.639913850827989,0.509401038413618,0.677764038925062,0.679845818120754,1.52527518703965,0.835667620666179,2.40847154986101,0.824352769739428,1.52514797424784,1.11195953741231,0.986540179597099,1.18132728293037,2.80590142113235,2.17886981666995,1.29941580310632,0.502944633953254,1.27548490688342,0.592099743852829,2.54022438256958,0.447586197257192,0.909309072210331,0.814762992988317,2.28267687423604,2.18165925704128,0.509927433262417,1.0964144533809,3.90044624248402,1.23745606576151,3.25320682749239,1.60980524074263,2.34714031163255,1.01625159939724,2.68503215742862,3.91685876067387,4.11681790662218,4.11808188387444,4.3121408855911
"CD45+CD3-CD90-CD19- M1_29959",2.74731501858249,3.91637820259821,3.86945620056349,3.09752152478275,3.91176698054233,0.228839968467931,3.76221677366917,1.78553857535942,4.08558331169588,0.104852088899964,2.75753619253141,0.287103247383945,3.17955337785551,2.1667478853869,2.33489573298044,3.89109676279199,1.73258109901714,0.475509861226801,1.10353711748151,3.67677538198626,2.3356584807386,1.29280937347595,0.234802937903751,0.695256192425514,3.59218602560054,3.59638847758711,1.28586877352209,2.18153891759099,0.275135103895654,0.27690695379185,3.42682385128825,1.79254221670995,1.56426636028157,0.658817273305375,0.863893166152487,1.36048084903043,1.78893472269507,3.86229937251618,2.09768838505228,2.95332499191427,2.65557838200619,1.81773372308622,0.337966526204121,0.992653011543417,3.60216439464719,0.460338369285243,1.57399912423128,2.68805868723107,4.18745769692813,4.40067973277532,4.17014067310285,4.25408581931871
"CD45+CD3-CD90-CD19- M1_14040",3.19251078233006,4.22119651217993,3.83027862516344,4.05919461461967,3.35933079257948,0.415136433284665,1.03374489634691,3.24234150486466,0.548975612702156,1.34900928192065,2.47320993669968,1.3990859715109,3.19406579228969,1.71153965551781,3.04806917877198,3.61285227216551,3.89408242217566,1.55567739050609,3.8793236664958,2.68158039883389,0.572722246630756,2.1395710705837,3.27263260339609,1.00405035074368,4.08423965941297,1.51284166908845,0.65621252760677,1.0243247301438,2.99149565961822,0.459638130633364,1.07992818743368,1.24730358960709,3.48531253269668,1.84029486072288,1.47450580751538,0.367625879308145,0.764391553898051,0.475693058305651,1.08624313440715,1.72925506428004,1.15186223593075,0.371071165657608,0.894748830012849,0.552925054050248,2.56224530045953,2.01538103546811,0.699576170801004,0.443230733566067,4.29155060048545,4.37669061589217,3.85773459312768,4.23287126997388
"CD45+CD3-CD90-CD19- M1_30452",3.0473987495554,4.1252077502045,3.84987086552367,3.77122271665758,3.4713886250572,4.23912509691491,3.55314145947214,0.484836825003479,3.99236137678097,1.24567220025763,3.00440862349252,0.591546049576233,3.55200304216473,1.86710690999049,2.78694133525144,3.99743458914559,1.86548707656226,1.34651161341201,0.530076874503201,3.24572178617231,0.259335316681422,0.77494066807673,3.06600690362477,1.27714499791815,3.69651397409611,3.64483720399421,1.24179898334546,2.1484404779601,2.86380112541541,1.93335398810371,2.77248428814166,0.257895158975618,1.38784059580186,1.94180034968189,2.03473019546309,2.35809821811245,3.2616465045923,3.65582713995973,2.35561015477357,3.17058438974265,1.95886503855761,2.48722365224138,0.662791481890189,1.07092486030184,3.57036802050823,1.77834682352349,1.00742261906918,2.77372910953424,4.24212165709469,4.21123889230589,4.05742827092342,4.37877198511775
"CD45+CD3-CD90-CD19- M1_29775",2.40487483057995,3.60979134586045,2.11972192971393,0.246580406524092,1.36455888614072,0.721262172762087,1.34510310208666,2.86398349450291,1.24217845435158,0.244649970613687,2.65387848167085,1.50066771973513,0.682038110656827,2.1555904716085,0.57233173981288,2.2288083540091,0.778303334790959,1.67217588340483,0.344147553346692,1.1466078613557,2.61828771865611,0.175577082348115,0.81773763406028,1.64867960443335,0.697174256634962,3.36464539330305,1.15187289937883,2.74303654055473,3.67683940591548,0.786285711110634,0.234830213340222,0.487465574559019,1.10158063628874,1.68871540235348,0.911260739884294,0.574937349432166,1.12559186799878,2.11110189006098,3.45676983513785,1.5978679331895,1.22705491503308,3.70181035639344,1.93739941021295,3.39480296644414,2.24821760091973,2.14994060037631,0.226895018078089,0.933562037003578,3.99590859262148,4.1244061732929,4.38112190244259,4.1870548564216
